text,label
i used a check check yesterday to balance my account and it isn't showing up?,6
"I recently deposited some money into my account, but it still isn't showing up. What's going on?",6
"My friend deposited $100 into my account, but it is not showing up!",6
The cash deposit I made this morning has not been credited to my account,6
"I did a cash deposit to my account, but I am not seeing it on my statement.",6
I deposited a cheque but I don't see the funds in my account.,6
When will my deposit post to my account?,6
I am still waiting for the cash to be returned from a cheque I deposited!,6
I deposited cash into my account and I'm having trouble seeing it on my account.,6
How long do cheques take to post to your account?,6
I deposited money but my balance hasn't been updated yet.,6
"I deposited cash this morning, but it is not yet available.",6
I have cash deposit to my account but it is experiencing a problem,6
How long will it take for the cash I deposited this morning to show up?,6
The cast deposit from a week ago still is not in my account. Why?,6
How long do deposits take to appear? I've been waiting for more than a week and need the money!,6
When will my deposit be processed?,6
Why am I still not able to see the money I deposited a week ago? This is urgent!!,6
I deposited a check a few days ago and it's still not gone in! Please help me with this,6
I made a check and cash deposit that wasn't credited to my account.,6
"I deposited a check yesterday to up my account balance, but that deposit hasn't shown up yet.  It's been a day already!",6
I am still currently waiting for the cash that has been deposited into the account this morning.,6
I sent a check into the system but still haven't received the cash yet,6
I recently deposited a cheque and cannot find the cash from it.,6
When will I receive the cash payment from the check I deposited?,6
My cheque is slow to cash,6
I attempted to deposit a cheque yesterday but the balance isn't showing today. Is it still pending?,6
Why haven't I seen the cash from the cheque I deposited yet?,6
My cheque is taking a while,6
I made a cash deposit to my account but i don't see it,6
The check I deposited yesterday isn't listed yet.  Isn't that pretty slow?  I need to see the balance increased by that check.,6
where is my money from this morning,6
Why is it taking so long for my money to appear in my account? I have been waiting a week!,6
"I deposited a cheque, but the balance hasn't changed yet.",6
My account balance has not updated since I deposited a cheque recently.,6
How long does a check take to show up in the account balance?,6
What is going on with my cash deposit. I'm looking at my account balance and it is not there. It has been almost a week. Someone better get back to me asap.,6
Why hasn't my account updated?,6
I haven't received the money from the check I deposited.,6
"I deposited a cheque with some money, but the balance hasn't changed.",6
"I deposited a cheque, but my account balance stayed the same.",6
Why hasn't my balance been updated? I've deposited a few cheques some days ago!,6
why hasn't my cash arrived yet from my cheque?!,6
I made a check deposit but the cash hasn't arrived in my account yet.,6
The balance hasn't changed yet after depositing a cheque with some money.,6
What happened to my cash deposit?,6
"Please, tell me why I can't have the funds I deposited a week ago? I need the money now.",6
"After my checque or cash deposit, my balance didn't update.",6
When will my balance reflect a deposit?,6
I made a cash deposit to my account but it is not there,6
I deposited a cheque and its been days and I still haven't received the cash!!,6
"I deposited some money, but the balance has not changed.",6
Hi something is going on with the app.  I see some payments I didn't make?,16
"There are a couple payments with my card shown in the app that i really didn't make myself. What's happenning with this, does someone has access to my card?!",16
Just today there was a purchase on my card that wasn't done by me. Can this be reversed and my card be frozen? I can't have this continue!,16
I need some help now please! There are some transactions on my account that I do not remember purchasing. Can they be reversed? Can you please cancel or freeze my card so I don't keep getting charged?!,16
my statement contains an unknown payment,16
I don't recognize what this payment on my statement would be for.,16
There has been a payment  in the App that has not be done by me.,16
I don't recognize a purchase that was made with my card.,16
I'm checking the app and I see a payment that's not mine.,16
I have a charge for something I didn't buy.,16
A payment on my statement is wrong.,16
There's a payment that isn't mine on my app,16
What is this strange payment in my account?,16
I'm not sure where this charge came from.,16
I looked at my statement and found a payment I and found a mistake.,16
A payment in my account was made by someone I don't know,16
"I don't recognize this payment on my app, I am sure I didn't spend any money there.",16
There are a couple of payments with my card shown in the app that in reality I didn't make. Maybe someone has access to my card?Can you check whats the issue ?,16
There is payment showing that I didn't do.,16
Payment I didn't do.,16
Why is there a random payment in my statement?,16
"Hi, there is a suspicious payment from my card. I definitely do not know who this is or who could have made this payment.",16
A payment I didn't do shows in my app,16
There is  a charge I don't recognize.,16
I'm noticing a payment/purchase at a company that I don't recognise.,16
There seems to be a couple of payments listed in the app I know weren't made by me. Is there a possibility someone has access to my card? Can you find out what's going on?,16
I need to freeze my card as soon as possible. I just checked my account and saw that there have been several payments that I don't recognize over the course of a few days. Can we investigate and get my money back?,16
Please help.  There is a payment in the app that isn't mine.,16
I am seeing in the App a payment that its not mine,16
There's a payment in the app I don't recognize.,16
There is a card payment I'm not familiar with.,16
There is a strange payment on my card and I don't know what to do.,16
Is it possible someone has access to my card? I noticed that there are a couple of payments in the app I'm sure I did not make. Can you find out what's going on here?,16
There are some card payments that I haven't done myself. What is going on with my card and does somebody else have access to my card?,16
I did not do this payment,16
I've never been to that store.  That's a fraudulent charge.,16
There were a couple of payments that I have noticed on my account with my card that I didn't make. Is it possible that somebody else has my card information?,16
There is an unauthorized payment in my statement.,16
"There are a couple payments with my card shown in the app that i really make myself. What's going on with this, maybe someone has access to my card?!",16
I don't recognize this payment at all!  Help!,16
There is a record of payment I never submitted on the app.,16
I just looked over my statement and I don't recognize the name of a card payment.,16
I didn't make a payment at this business.,16
There is a payment on my card that I do not recognize.  I've never seen the name on the transaction before.,16
i didnt do this charge,16
There is a payment that is not mine in the App.,16
I see an unfamiliar payment on my statement.,16
Why is this payment on my app,16
There is a payment I don't recognize,16
This card payment isn't is recognition.,16
Payment I did not make.,16
"I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back?",16
There are a couple of payments with my card shown in the app that I really didn't make myself. What's going on with this?,16
I have a payment that I didn't make.,16
The app is showing a payment I never made.,16
I checked the app and there is a payment that I don't recognize.,16
How do I find out how or where this transaction on my account came from?,16
I need to figure out who has access to my card there are some payments I didn't make that are showing on the app.  Could you please help?,16
There is a strange payment on my card.,16
I've got charges on my account I did not authorize. Can I get this money back from the last couple of days that it's been coming out? I also need to freeze my card.,16
There is a payment made with my card that I don't recognize at all.,16
I saw a payment come out of my account for a merchant I don't remember.,16
There's a payment with my card that I definitely didn't create. I don't know anyone by that name.,16
The App shows a fraudulent payment made on my account.,16
My app shows a payment I didn't make,16
I don't know if I made this payment on my card.,16
After looking at the app I noticed a couple of payments I know I did not make. Is it possible someone has accessed my card? What is actually going on?,16
I do not recongize a payment in my account.,16
A payment shows up on the app that I never made.,16
Is there any way to know how the transaction got on my account?,16
I did not make this payment that I see in the App.,16
I have a card payment I didn't make,16
i disagree with a charge,16
There is a vendor name I don't recognize on a payment from my account. I don't think I made this payment.,16
I don't think I made this payment that is showing up,16
I think there's a purchase at a store that I didn't go to.,16
Have a payment that I haven't done.,16
"One of my card payments, I don't recognise the name of the merchant.",16
"Hello, I noticed there is a payment from my card to a business that I am not familiar with. I definitely did not make this payment.",16
I do not recognise this card payment.,16
I have a card payment that I don't recognize. What should I do?,16
There are a couple payments with my card shown that I'm not responsible for. What is going on? Maybe someone has access to my account.,16
My app is displaying a payment I didn't make,16
I just checked my account on the App and there is a payment on there that I did not make.,16
Could you please put a freeze on my card?  There are some payments on it that I don't know where they came from.,16
In the App I see a payment that is not mine.,16
There is a payment with my card which i definitely did not make by me .Never seen that it before.,16
I didn't make this payment and it's on my app,16
Why is there an uknown charge showing on my account?,16
I think that there is a payment on my card that I did not authorize.  I don't recognize the name attached to the transaction.,16
I don't think I made this transaction on my statement,16
I see a strange payment in my account.,16
where is my unknown payment from?,16
I have just read my statement and there is a payment I don't recognise.,16
There's a card payment I didn't make,16
I'm worried that my card has been compromised because I see a payment that I didn't make.,16
I didn't do a payment and I have it now.,16
There is a payment in the app that I did not approve,16
I don't recognize a charge on my statement.,16
I believe there is a mistake because a payment I didn't make shows in my app.,16
There's a card payment with a name I don't recognize,16
There is a payment done with my card which i definitely did not do.Never seen that name before.,16
Why is there a payment I didn't do?,16
Someone else accessed my account and made a payment.,16
I have an odd payment in my statement,16
There is a fraudulent payment!,16
Why is there an unknown card payment?,16
I don't recognize this payment,16
I see a payment on my statement for  a place I didn't make a purchase at.,16
There are a few payments in the app that I didn't make! Does someone else have my card?  What should I do?,16
I need help with some transactions in my account that I dont recognize or remember purchasing. Im not sure if the name is just different or what. Should my card be put on hold while the issue gets figured out to be safe or is it ok?,16
I have a confusing payment appear on my statement and I don't recognise it!,16
My statement has a payment that I do not recall making,16
I think my card is being used by someone else to make purchases that I didn't authorize! I checked my account and see that there have been quite a few purchases over the last two days that I have no idea where they came from. We need to freeze my card now! And I need to find a way to get my money back.,16
"What is this card payment, I do not recognize it.",16
What do I do if I see a transaction on my card that I don't recall making?,16
There's a payment in the app that I didn't authorize.,16
I have a charge I did not make.,16
on my statement there is a payment that I don't recognise,16
I need to cancel my card.  There are a few charges from a couple days ago that I didn't make.  Can I get credit for these charges?,16
It is listed in my app that I made a payment which I did not actually make,16
i dont recognize a charge on my card,16
There are a couple of payments with my card shown in the app that I really didn't make myself. Why is it happened?,16
A payment that I didn't make appears in my app.,16
There is a card payment that I'm not recognizing.,16
Am I able to modify my account details?,30
How can I change my name because I just got married?,30
Where can I find how to change my name?,30
I just moved. How do I give you my new address?,30
Why can't I edit my personal details?,30
I need to change details about my personal account.,30
I need to change my phone number.,30
How can I change my name in my profile?,30
I have a new phone number and need to edit my contact information.,30
How do I go about changing my address?,30
I need to change my personal details in my account.,30
My billing address changed and I need to update my information.,30
Tell me how to change my details.,30
How do I change my account details?,30
I would like to change my address.,30
I just had a wedding and I want to take my spouses name.,30
I got married and need to change my name.,30
need my details changed,30
I've just got married and want to change my name.,30
I need to change my last name on my account because I just got married.,30
after i got married i need to change my name,30
Since I just got married I need to change my name.,30
I want to change my account details.,30
should i contact customer support if i can't edit details,30
Need to report a change of address.,30
"Changed details is essential, what steps do I take to do so?",30
Please tell me how to edit my personal details.,30
How would I change my details?,30
How can I change my information?,30
I need to add my new address now that I've moved.,30
How do I change my details?,30
I need to change my home address.,30
Can I change my details because I moved?,30
How to edit personal details?,30
how to change name on account,30
I need to update my demographics.,30
How can I edit my personal details in the app?,30
I would like to change my personal details.,30
Can you walk me through how I can edit some of my personal information?,30
"Since I got married, I need to change my name.",30
Is it possible to change my address?,30
I need to modify my details.,30
Where can I modify my details?,30
I got a new address and need to change my old one.,30
How to modify my details.,30
"My marital status has change, I got to correct my name to reflect that.",30
Can I change my address?,30
I moved so I need to change my address. How do I do that?,30
I've just been married and need to update my name,30
How do I change my name after marriage,30
I moved and would like to change my address.,30
Talk me through modifying my details.,30
I just got married and need to change my name on the account,30
How do I update my address?,30
I just got married and I need to change my name,30
Can I update my details?,30
I need to update my address.,30
is there a way to change name?,30
I must change my address.,30
How do I modify my details?,30
My address needs to be changed.,30
How would I be able to make changes to my personal details?,30
How do I edit my personal details?,30
"Not living in same place, need to change details",30
How can I update my personal information after moving?,30
I moved and need to change my address.,30
"went somewhere else, need to change details",30
"My details need to be changed, how can I do so?",30
How can I change to my married name?,30
how do i get into my account and edit my details,30
I would like to edit my personal information .,30
How do I modify my account details?,30
How do I change my name?,30
Can I edit my personal details?,30
I need to change my contact information.,30
I need to update my phone number.,30
Can I edit my details?,30
I got a new address and need to change my information.,30
I need to change my data.,30
Where can I edit personal details?,30
Where do I go to update details?,30
I need to change my address,30
Where can I modify my information?,30
How do I change my last name?,30
I have a new email.,30
How can I update my details since I moved?,30
which identity details are required,74
Can I use my account before the identity verification is complete?,74
Should I complete my security verification before I can use my account?,74
Why do you require identification documents,74
I already have an account. Why can't I use it unless my identity is verified?,74
Why does my identity need to be verified?,74
Can I still use my account without verifying my identity?,74
What is the reason for the identity check,74
Can I use my account although my identity verification has yet to pass?,74
I am not comfortable verifying my indentity.,74
What if I don't verify my identity?,74
What's the reason for needing to verify my identity?,74
Why does it matter that I prove my identity?,74
Can I use my account before my Identity verification has passed?,74
Why do I need to verify my account?,74
Why do you guys need to verify my identity?,74
Why do I need to verify my identity?,74
If my identy verifacation hasn't gone through can I use my account?,74
Is it really necessary to verify my Identity?,74
"Can I use my account now, even though my identity verification has not gone through yet?",74
What is the function of the identity check,74
Why is the identity check involved?,74
"My ID verification hasn't gone through yet, but can I use my account anyway?",74
What is the first step I need to make for being able to access my account?,74
I want to use my account before identity verification,74
I don't want to use this method to identify myself.,74
Why do you need my name and ID,74
Do you think you're asking for too much information about me?,74
Is identity verification required for me to use my account?,74
Can I use my account although the identity verification has not been accepted yet?,74
I still want to use my account but haven't verified is that OK?,74
Is my account accessible even though my verification of my identity has not passed yet?,74
Why are you asking so many questions about me?,74
Can I make transfers before my identity verification?,74
What do you need my identity details for?,74
Why do I need to have my identity verified?,74
Can I use my account even though the identity verification has not passed yet?,74
Why is there an identify check?,74
Why is there a verification to identity,74
Why do you need me to verify who I am?,74
I don't understand why you want so much of my personal info.,74
I am still waiting for verification.  Can I use my account before I am verified?,74
I refuse to verify my identity.,74
I can't do the verification.,74
Am I able to use my account if the identity verification is not complete?,74
"Is it possible to go ahead and log in, although I have not been confirmed yet?",74
Can you explain more about why should I verify my identity?,74
can I use my card before identity verification?,74
Why is there an identity check?,74
Why do I have to give you my drivers license,74
I don't want to give you all my identify details.,74
Am I supposed to verify my identity?,74
What is the purpose for verifying my identity?,74
what are you going to use my identification details for?,74
Can I use my account without verifying identity?,74
Must I verify my identity?,74
how do I speed up identity verification?,74
Why do you need to perform identity verification?,74
Why am I being asked to verify my identity?,74
Why is verifaction required for my Identity?,74
Do you need to know my first and last name?,74
I don't want to verify my identity,74
How to verify my identity,74
Why does my identity need verification?,74
Can I already use my account although the identity verification has not passed yet?,74
What is my identification used for?,74
Is there anyway to bypass identity verification?,74
What if I don't want to disclose all of my identity details?,74
My identity hasn't been verified.  Can I use my account?,74
My Identity verification hasn't passed yet is it possible to use my account?,74
Can we skip verifying?,74
Why do you need to check my identity?,74
Why do you need to verify my identity?,74
"I'm waiting for the ID verification to go through still, so is it too soon to use my account?",74
Why do you need so much id info from me?,74
What do you do with all the identity information you're collecting from me?,74
Why is verification for my identity needed?,74
I'm not verifying my identity.,74
Why is it important to verify my identity?,74
i need to proof my identity to you why and how?,74
Is verifying my identify important?,74
why and how soon do I have to have proof of identity to you?,74
Why do you need all these details about my identity?,74
Can i make transactions before identity verification?,74
I am afraid to give you all my identify details.,74
The app does not know it is me.,68
My identity wasn't verified,68
Help me verify my identification.,68
It can take between 10 minutes to an hour before you hear back from us about the verification result.  Please try again if your verification fails.  Make sure you double check that images are clear and all document photos are readable without blur or glare. You have to be 18 or older and live in the European Economic area or live in Switzerland to be able to open an account.,68
Why isn't my id verifying?,68
How long does it take to prove my identity?,68
I am not able to prove my identity,68
The app failed to verify my id.,68
"Hearing back from us regarding your important verification results may take 10 minutes to one hour time.  If verification results do fail, double-check to make sure all of your images are clear --  make sure your photos have no glare or blurring. Note: These photos need to be readable as well.  You also need to be 18 years of age or older.  You must be a resident of Switzerland or the European Economic Area to open a new account.",68
I'm unable to verify my identity,68
My identity verification didn't work,68
I'm not able to verify my identity.,68
The app is not able to realize that it is me.,68
It won't let me verify my identity.,68
I am unable to prove my identity,68
I dont have identification,68
Why isn't this accepting my identity?,68
My identity can't be verified for some reason,68
My identity is unable to be verified.,68
I have no way to prove my identity.,68
"If you are waiting for verification, it can take 10 minutes to 60 minutes to get results.You will hear from us once we have it.  Please make sure your images are clear and photos of documents are readable. you have to be at least 18 years old and live withing the Economic Area of Europe or in Switzerland in order to open an account.",68
I'm having a hard time proving my identity.,68
I am having a problem with verifying my identity.,68
I cant prove who I am,68
I am not recognized by the app.,68
The app doesn't think that I am myself,68
What do I have to do to prove my identity?,68
What am i missing to verify my id?,68
I do not have the information to verify my identify.,68
There is no way for me to prove my identity.,68
I will not be able to verify my identity.,68
How long does it take for my id to verify?,68
The app is telling me that I am not me.,68
What do I do if I can't prove my identity?,68
What's wrong with my ID? I can't verify it.,68
Problem verifying my account,68
The app doesn't believe its me.,68
"app malfunctioning, does not know its me",68
I can get my identification verified.,68
How long will it take to verify my account?,68
How come I can't seem to verify my id?,68
My app says that I'm not verified.,68
I don't have a way to prove my identity.,68
Why hasn't my ID been verified?,68
The app doesn't think it's me.,68
How long does it take to verify a person's identity?,68
I'm not sure how to provide my identity.,68
Why is my identity verification process not working?,68
My identity verification is not working.,68
I'm having trouble with proving my identity.,68
I am having a problem proving who I am,68
It won't let me prove my identity.,68
I am having trouble verifying my id.,68
Why am I unable verify my id?,68
I can't verify my ID. Why?,68
"My identity isn't being accepted, what should I do?",68
Why hasn't the app verified my identity?,68
The app doesn't believe that I am myself,68
why does it take so long to verify my id,68
My identity verification isn't working,68
I am having trouble to verify my identity,68
Everytime I try to prove my identity it won't let me.,68
I'm having difficulty verifying my identity.,68
Help me verify my identity.,68
I'm still waiting on my identity verification.,68
Help my prove my identity.,68
i am under 18 and i am trying to verify my id. why wont it work?,68
What do I need to bring for identification?,68
I haven't received my pin,38
I am not able to see the card PIN anywhere?,38
Where can the pin be located?,38
How do I find my PIN?,38
Why have I not received my PIN,38
When do I get my PIN?,38
Where can I locate my card PIN?,38
Tell me about the card PIN?,38
"In the app, where do I find my card PIN?",38
do i have to wait for a physical card before i get my pin,38
The card PIN is not visible anywhere?,38
I cannot see the card PIN anywhere?,38
How will I receive my PIN?,38
My card arrived but I don't know how to get my PIN.,38
Where can I locate my PIN at?,38
Where is the PIN for my card located?,38
I do not have my pin yet,38
Do I have a card PIN?,38
Where is my PIN located?,38
I can't find the PIN.,38
What can you tell me about the card PIN?,38
Where can I find my card PIN?,38
How do I find my PIN number?,38
I am yet to receive my pin.,38
i cannot find my card PIN,38
I cannot find my PIN.,38
How do I request the PIN?,38
I haven't received the PIN yet.,38
"I signed up, but don't have a PIN. Where can I find it?",38
How is the PIN delivered?,38
Where's my card PIN?,38
How do I set my physical card PIN?,38
wheres my pin,38
When will I have access to my pin number?,38
What's my pin number?,38
Where do i find my PIN?,38
When do I set up my card PIN?,38
Can you tell me how to locate my PIN?,38
Do i have to wait to get the pin or can i set up a pin,38
How do I locate my PIN now that I have my card?,38
Where is my PIN?,38
Explain the card PIN to me.,38
How do I find the PIN?,38
Will the PIN come separately?,38
Where can I find my PIN? I haven't gotten it yet.,38
Where is my pin? I don't have it yet,38
How do I know what my PIN is?,38
How long does it take for me to get my pin,38
still need to get card pin,38
How do I get my card PIN?,38
I havn't received my PIN yet.,38
I haven't received my PIN yet. Do I need to get it from you?,38
In regards to the PIN of the card?,38
Does the PIN come under separate cover?,38
Will my pin number be sent with my card?,38
I can't find my PIN anywhere.,38
I have a question regarding the PIN of the card?,38
How do I get a PIN?,38
"So, the card PIN?",38
can i go into my app to find my pin,38
Is the PIN separately delivered?,38
I don't have a PIN at this point.,38
Where do I find my card PIN?,38
Where is the PIN number found?,38
When do I get my card PIN?,38
How is my PIN sent?,38
Is the PIN sent in another message?,38
Do you deliver the PIN separately?,38
Is my PIN the same thing as my passcode?,38
I've been waiting ages and my PIN hasn't gotten here.,38
Show me where I can see the PIN?,38
How do I find my new pin?,38
can i create my own pin right away,38
how to get card pin?,38
Where do I find my PIN for my new card?,38
Can you deliver the PIN separately?,38
is my pin the same as my passcode,38
how do i get a pin for my card,38
Can you issue both a Visa and a Mastercard to me?,73
I would like a Visa card.,73
"I am looking to get a Visa credit card, what must I do to achieve this?",73
Is there a way I can get a Visa card?,73
Can I get the Mastercard?,73
Are visa and mastercard accepted,73
What credit cards do you carry,73
would a visa or mastercard be more suited to me?,73
I am interested in a Visa or Mastercard. Do you offer them?,73
is it ok if i use both visa and mastercard,73
Do I have a choice for a Mastercard?,73
Can I use visa or mastercard with your service,73
Can I choose from either Visa or Mastercard?,73
Can I have a Visa card?,73
Am I able to get both a Visa and MasterCard from you?,73
Can I choose my Visa or Mastercard?,73
What card types can I choose from?,73
Can I choose whether I receive a Visa or a Mastercard card?,73
Which type of card will I receive?,73
I would like to have a Mastercard.,73
Can I get a Visa or Mastercard?,73
Do you give out Visa or Mastercards?,73
Do I have to pick a creditcard brand?,73
Please give me a Mastercard instead.,73
Can both Visa and Mastercard be chosen?,73
Do you let me choose between Visa and Mastercard?,73
What cards do you offer?,73
Does it matter if I use Visa or Mastercard?,73
How can I choose between Visa and Mastercard?,73
I'm happy with Mastercard and want to stick with just that credit card.,73
Can both a Visa and Mastercard be received from you?,73
I prefer to get a Mastercard.,73
I'm wanting to get a Visa card today.,73
What do I have to do to get a Visa card?,73
I'd like to apply for a Visa Card.,73
My first choice would be Mastercard.,73
"I want to get a Visa and Mastercard, is it possible to get both from you?",73
Are you Visa or Mastercard?,73
Please help me get a Visa card.,73
I won't be pleased unless I get a Mastercard.,73
Can I select my card scheme or do you choose it for me?,73
Can I choose my card scheme?,73
Does it matter which card I use,73
"I'd like to get a Visa card, please.",73
Visa and Mastercard can both be received from you?,73
Can I choose between Mastercard and Visa?,73
"I prefer Visa, can I get that instead?",73
Will I be able to get both a visa and a mastercard?,73
I anticipate getting a Visa card,73
What type of card can I get?,73
Will I get Visa or MasterCard?,73
"Visa and MasterCard, can I get them both?",73
Can I choose between Visa or MasterCard?,73
Do you take both Visa and Mastercard?,73
Could I get a MasterCard and Visa from you?,73
I want to get a Visa card,73
Is it possible to get both Visa and Mastercard from you?,73
Can I get both a Visa and a Mastercard from you?,73
"Given a choice, I'd rather have Mastercard.",73
can i use both visa and mastercard,73
Is it possible to obtain both a Visa and a Mastercard from you?,73
"If I can, I would like to get both Mastercard and Visa from you.",73
Mastercard is preferred to me.,73
I need a Visa and a Mastercard from you.,73
This transaction needs both a Visa and a Mastercard.,73
"I want a Mastercard, instead.",73
I need to get visa and mastercard,73
Could I get a mastercard if that's reasonable?,73
I would like to get a Visa card,73
How can I get a Visa and Mastercard?,73
Can I get a Visa instead of a MasterCard?,73
Can I obtained a Visa Card,73
Do I get Visa or Mastercard?,73
Why did I get a different card then requested?,73
Can I use a Visa or Mastercard?,73
Can I choose between Visa and Mastercard?,73
Mastercard is my preferred company.,73
Is it possible to get both Mastercard and Visa card from you?,73
I'd prefer a Mastercard.,73
Can I have a mastercard?,73
How do I get selected for a visa card?,73
Do I have an option between Visa and MasterCard?,73
Can I get a Visa from you?,73
How can get a Visa card?,73
Can you make sure I get a MasterCard and not a Visa?,73
I would like to get both Mastercard and Visa card from you if that's possible.,73
Will I get a visa or Mastercard?,73
Will you guys do Visa or Mastercard?,73
Do you only use Visa or do you have Mastercard too?,73
Can I get a Visa card?,73
Is it acceptable to use either Visa or Mastercard?,73
"Please tell me, do you use Visa or Mastercard?",73
Can I choose what card I can use,73
Do you supply both Visa and Mastercard?,73
What do I do to Top up my card?,62
I want to know how to transfer money with my credit card,62
Hoe do i use my credit card to transfer money?,62
"I attempted to top up using my card, but now the money just disappeared?",62
Can I let other people have access to my account in order to top up?,62
"I used my card to top up, but now I don't see the money in my account.",62
Can i top up by card?,62
With my credit card i would like to transfer money.,62
I want to top up by card,62
Why was my card charged when topping off my balance but it's not showing up in my wallet balance?,62
Why can't I see my top up?,62
Is it simple to transfer money using my credit card?,62
Why can't I see the top up I made?,62
Can a credit card be used to transfer money?,62
Is it possible to transfer money to my credit card?,62
The money disappeared when I tried to use my card to top up.,62
I wasn't able to use my top up card because the money I put on there wasn't there anymore,62
How do I transfer funds directly from my credit card?,62
i need to top up by card.,62
How do I top up on my card?,62
top up by my card is that possible?,62
I tried to get gas but my money was gone!,62
How do I use a card to top up?,62
Can my account be topped-up by friends of mine.,62
Is it possible for friends to top up my account?,62
My top up is not showing up in my wallet!,62
Transferring money using credit card,62
Will my friends be able to top up my account?,62
Can I allow other people to top up my account?,62
can other people use the app to add money to my account,62
"I tried to top off using the card, but the money just disappeared?",62
How do i set up my credit card to send transfers?,62
I don't see me 'top up' in my wallet,62
what happened to the money after i put in the wrong info and it got declined,62
"Can I add other people to my account, so they can top up?",62
show me how to top up,62
My friends would like to add to my account. What is the procedure?,62
I want to transfer money with my credit card.,62
Something is wrong with my top up and I can't see it. How do I find it?,62
Can my account be topped up by my friends?,62
Am I the only one who can top-up my account?,62
How do I top up using my card?,62
Can a friend top up my account,62
What information am I going to have to have in order to do a transfer with my card?,62
top up with credit card,62
What's the process for topping up my card?,62
I don't see my top up in my wallet.,62
Can friends I have top-up my account?,62
How do I go about transferring money using my credit card?,62
Can you tell me how to top up on my card?,62
my top up isnt there yet where do i find it,62
"If I want a friend to top off my account, can they?",62
Can somebody else top up my account?,62
I'd like to transfer funds using my credit card.,62
Where did my top-up go? I can't find it in my wallet,62
My money disappeared right when I tried to top up,62
How does someone else top up my account,62
I have a new card. How do i top it up?,62
Do i have to top-up with my credit card before I can transfer?,62
"I need my card topped up,",62
What steps do I do to transfer money using my credit card?,62
I topped up my account but the money isn't there now.,62
How can I use my credit card to transfer money?,62
How do I use my card to top up?,62
"I need to transfer some money, can I use my credit card?",62
Why is my 'top up' not showing up in my wallet?,62
Can other people top up my account?,62
Can I have more than 2 disposable cards?,29
What sort of restrictions are there for the disposable cards?,29
What is the limit on disposable cards?,29
Help me create several temp cards every day.,29
Are there any limits to using disposable virtual cards?,29
Are there a certain amount of transactions i can do with one disposable card?,29
What are the limitations on the disposable cards?,29
"I have a disposable card, how many transactions can I make?",29
What are the policies of disposable cards?,29
Is there a limit on how many times I can use a disposable card?,29
I need to make several disposable cards per day.,29
What is the number of transactions I get with a disposable card?,29
Can you tell me the restrictions for the disposable cards?,29
How can many disposable cards can I have per day?,29
Could you tell me about the restrictions that are on the disposable cards?,29
Do the disposable cards have any restrictions?,29
I need several cards per day. And I need to be able to throw away all of the cards I make.,29
How many times can I use my disposable card?,29
With one disposable card how many transactions can i do?,29
Is there any limits I should know about if I'm going to use a disposable virtual card?,29
I need a number of disposable cards everyday.,29
Are there restrictions on disposable virtual cards?,29
Please provide me with the restrictions of the disposable cards.,29
I have to make several disposable cards per day.,29
Am I limited on the amount of disposable cards I can possess?,29
how many uses are the disposable cards good for?,29
Whats the maximum number of disposable cards that I can get?,29
What are some of the restrictions that the disposable cards have?,29
What are the restrictions on the virtual cards?,29
How many purchases can I make with one disposable card?,29
Is it possible to have more than one disposable card?,29
Can i make several disposable cardsper day?,29
What is limit of disposable cards  I can make per day?,29
What are the details of disposable card limitations?,29
I need to make multiple disposable cards in a day.,29
How many transactions can I do with my disposable card?,29
Show me the amount of transactions I can do with a disposable card.,29
What is the maximum transactions I can use on a disposable card?,29
Are there any limits if I use these virtual cards?,29
Are there any restrictions for the disposable cards that I need to be aware of?,29
Where can I find a list of descriptions the disposable cards have?,29
What limits are there on the virtual cards?,29
What stipulations do disposable cards entail?,29
Is there a limit to a disposable virtual card?,29
Why can't I use a disposable card?,29
How many transactions can I make on my disposable card?,29
What's the limit for disposable virtual cards?,29
How many active transactions can I make with a disposable card?,29
Are there downsides to using a disposable virtual cards?,29
how many transactions can go on a disposable card?,29
Is there a transaction limit for a disposable card?,29
What is the maximum number of transactions that I can put on a disposable card?,29
I am required to make several disposable cards every day.,29
I must make several disposable cards every day.,29
Where can I use a disposable card?,29
How many disposable cards can you own?,29
Can you tell me more about limits to disposable virtual cards?,29
How many transactions can I do with a disposable card?,29
What is the maximum number of transactions I can do with a disposable card?,29
Can you tell me if there are limits to disposable virtual cards?,29
What are the disposable virtual card limits?,29
How many disposable cards can I have at one time?,29
How many transactions can be made with a disposable card?,29
"For the disposable cards, what are the restrictions?",29
Are there any restrictions for the disposable cards?,29
Is there a limit on making disposable cards?,29
Do the disposable cards have restrictions?,29
Can I do more than 10 transactions with a disposable card?,29
What are the disposable card limits?,29
Is there a limit to using a disposable virtual card?,29
I have a disposable virtual card. Is there a limit to how many times I can use it?,29
Are there any places that I can't use the disposable cards at?,29
How many disposable cards can I make in a day?,29
let me know how many disposable cards I can have?,29
I must make several disposable cards per day.,29
Can you please inform me of the restrictions for the disposable cards.,29
Is there a limit on disposable cards?,29
Are there any restrictions on the disposable cards?,29
What are my limits on disposable cards?,29
I would like to know what the restrictions are for the disposable cards.,29
What is the limits on the number of disposable cards I can have?,29
what is the amount of disposable cards I can have?,29
"On my disposable card, is there a transaction limit?",29
Who can request disposable cards?,29
Is there a transaction limit on a disposable card?,29
How many disposable  cards are available per account?,29
